DIA,MES,Anio,COD007,NOMBRE,PROV,CANTON,DISTRITO ,APODERADO,CEDULA,TERMINAL
02,11,18,11047998,BAC FLOTA DELTA LIMON,LIMON,L.L.L HOSPITAL.ESQ.N.E ESTADIO,BIG BOY.,PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0629
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0665
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0666
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0667
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0668
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0663
05,11,18,11051812,BAC FLOTA DELTA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA BO.CTRO.DTO.","800E,ENTRADA LIBERIA GUANACAS",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0664
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0670
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0671
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0672
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0673
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0675
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0669
05,11,18,11051855,BAC FLOTA DELTA EL COCO,GUANACASTE,G.CARRILLO SARDINAL BO.EL COCO,"FTE.CRUCE PLAYA DEL COCO,GUANA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF0674
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0029
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0030
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0031
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0032
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0033
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0034
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0035
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0036
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0111
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0112
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0113
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0114
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0115
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0116
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF0117
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF1056
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF1057
13,10,15,11074049,BAC FLOTA SHEYZA ESTACION DE S,HEREDIA,"800 E,PALAC,MUNIC,SN ANT.BELEN",HEREDIA.,SHEYZA SOCIEDAD ANONIMA       ,3101098710,BACF1058
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1480
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1481
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1482
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1483
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1484
05,12,18,11074499,BAC FLOTA TRANSPORTES MASIVOS,HEREDIA,"H.SARAPIQUI,PTO.VIEJO,BO.CTRO.",EN GRAN TERMINAL PUERTO VIEJO,CORPORACION DE TRANSPORTES    ,3101212161,BACF1420
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1506
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1507
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1508
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1509
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1510
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1511
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1512
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1513
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1514
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1515
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1516
17,10,19,11106080,BAC FLOTA BOMBA LIBERIA,GUANACASTE,"G.LIBERIA,LIBERIA,BO.STA.ANA,",50E.DE LA LIGA DE LA CA�A DE,INVERSIONES TORREMEDITERRA    ,3101348597,BACF1517
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1463
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1464
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1465
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1466
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1476
14,02,19,11119522,BAC FLOTA TROVA SERVICENTRO ZA,SAN JOSE,"SJ.SJ.ZAPOTE,BO.ZAPOTE",200N.DE LA ROTONDA DE LAS,3101733292 SOCIEDAD ANONIM    ,3101733292,BACF1477
22,02,19,11135951,BAC FLOTA DELTA VENECIA,ALAJUELA,"A.SN CARLOS,VENECIA,BO.ALPES,",200E.DE PARQUE CENTRAL DE VENE,PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1447
14,03,19,11146821,BAC FLOTA GASOLINERA H2M,ALAJUELA,"150E,DE LA PLAZA M.D.STA.CLARA","SAN CARLOS,ALAJUELA.",PRONATURA BIODIESEL H Y M     ,3101612265,BACF1581
14,03,19,11146821,BAC FLOTA GASOLINERA H2M,ALAJUELA,"150E,DE LA PLAZA M.D.STA.CLARA","SAN CARLOS,ALAJUELA.",PRONATURA BIODIESEL H Y M     ,3101612265,BACF1582
14,03,19,11146821,BAC FLOTA GASOLINERA H2M,ALAJUELA,"150E,DE LA PLAZA M.D.STA.CLARA","SAN CARLOS,ALAJUELA.",PRONATURA BIODIESEL H Y M     ,3101612265,BACF1583
14,03,19,11146821,BAC FLOTA GASOLINERA H2M,ALAJUELA,"150E,DE LA PLAZA M.D.STA.CLARA","SAN CARLOS,ALAJUELA.",PRONATURA BIODIESEL H Y M     ,3101612265,BACF1456
26,03,19,11168671,BAC FLOTA SERVICENTRO PUERTO V,HEREDIA,H.SARAPIQUI PTO.VIEJO BO.CTRO.,CONTIGUO A DELEGACION DE TRAN,SERVICENTRO PUERTO VIEJO S    ,3101714558,BACF1485
26,03,19,11168671,BAC FLOTA SERVICENTRO PUERTO V,HEREDIA,H.SARAPIQUI PTO.VIEJO BO.CTRO.,CONTIGUO A DELEGACION DE TRAN,SERVICENTRO PUERTO VIEJO S    ,3101714558,BACF1498
13,10,15,11191037,BAC FLOTA ESTACION SERV.LEON C,SAN JOSE,"200S,IGLE.CAT.S.PABLO LEON COR","TES,SAN JOSE.",ESTACION DE SERVICIO LEON     ,3101271275,BACF0037
13,10,15,11191037,BAC FLOTA ESTACION SERV.LEON C,SAN JOSE,"200S,IGLE.CAT.S.PABLO LEON COR","TES,SAN JOSE.",ESTACION DE SERVICIO LEON     ,3101271275,BACF0038
13,10,15,11191037,BAC FLOTA ESTACION SERV.LEON C,SAN JOSE,"200S,IGLE.CAT.S.PABLO LEON COR","TES,SAN JOSE.",ESTACION DE SERVICIO LEON     ,3101271275,BACF0934
27,05,19,11222960,GASOLINERA CHACHAGUA BAC FLOTA,ALAJUELA,"A.SN RAMON,PENAS BLANCAS,BO.","CHACHAGUA,500E.DEL EBAIS,MI.",ESTACION DE SERVICIO C H S    ,3101772493,BACF1490
27,05,19,11222960,GASOLINERA CHACHAGUA BAC FLOTA,ALAJUELA,"A.SN RAMON,PENAS BLANCAS,BO.","CHACHAGUA,500E.DEL EBAIS,MI.",ESTACION DE SERVICIO C H S    ,3101772493,BACF1491
27,05,19,11222960,GASOLINERA CHACHAGUA BAC FLOTA,ALAJUELA,"A.SN RAMON,PENAS BLANCAS,BO.","CHACHAGUA,500E.DEL EBAIS,MI.",ESTACION DE SERVICIO C H S    ,3101772493,BACF1492
13,06,19,11223540,GASOLINERA BETO SOLI BAC FLOTA,SAN JOSE,"SJ.PEREZ ZELEDON,SAN ISIDRO","BO.12 DE MARZO,CONTIG.A SUPER",GASOLINERA BS SOCIEDAD ANO    ,3101616444,BACF1494
13,06,19,11223540,GASOLINERA BETO SOLI BAC FLOTA,SAN JOSE,"SJ.PEREZ ZELEDON,SAN ISIDRO","BO.12 DE MARZO,CONTIG.A SUPER",GASOLINERA BS SOCIEDAD ANO    ,3101616444,BACF1495
18,06,19,11245218,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"SJ.PEREZ ZELEDON,SAN ISIDRO,",BO.LA PALMA FTE.MIRADOR LA PAL,TANOK SOCIEDAD ANONIMA        ,3101598110,BACF1496
09,07,19,11262244,BAC FLOTA ESTACION SERV.MORAVI,SAN JOSE,"SJ.MORAVIA,SAN VICENTE,BO.LOS","ROBLES,200 N.DEL COST,OE.DE LA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1525
09,07,19,11262244,BAC FLOTA ESTACION SERV.MORAVI,SAN JOSE,"SJ.MORAVIA,SAN VICENTE,BO.LOS","ROBLES,200 N.DEL COST,OE.DE LA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1527
09,07,19,11262244,BAC FLOTA ESTACION SERV.MORAVI,SAN JOSE,"SJ.MORAVIA,SAN VICENTE,BO.LOS","ROBLES,200 N.DEL COST,OE.DE LA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1528
09,07,19,11262244,BAC FLOTA ESTACION SERV.MORAVI,SAN JOSE,"SJ.MORAVIA,SAN VICENTE,BO.LOS","ROBLES,200 N.DEL COST,OE.DE LA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1529
10,07,19,11264557,BAC FLOTA SERVICENTRO BELEN,SAN JOSE,"G.CARRILLO BELEN,BO.CACHIMBO","CRUCE DE BELEN A TAMARINDO,GUA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1530
10,07,19,11264557,BAC FLOTA SERVICENTRO BELEN,SAN JOSE,"G.CARRILLO BELEN,BO.CACHIMBO","CRUCE DE BELEN A TAMARINDO,GUA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1531
10,07,19,11264557,BAC FLOTA SERVICENTRO BELEN,SAN JOSE,"G.CARRILLO BELEN,BO.CACHIMBO","CRUCE DE BELEN A TAMARINDO,GUA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1532
10,07,19,11264557,BAC FLOTA SERVICENTRO BELEN,SAN JOSE,"G.CARRILLO BELEN,BO.CACHIMBO","CRUCE DE BELEN A TAMARINDO,GUA",INVERSIONES Y SUMINISTROS     ,3101628564,BACF1533
11,07,19,11271944,BAC FLOTA EL CRUCE ESTACION DE,SAN JOSE,"SJ.LEON CORTES,SAN PABLO.BO.",CTRO.DTO.DIAGONAL CEMENTERIO,K Q SOL AZUL SOCIEDAD ANON    ,3101343803,BACF1540
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1543
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1544
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1545
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1546
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1547
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1548
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1549
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1550
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1551
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1552
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1553
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1554
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1555
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1556
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1557
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1558
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1559
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1560
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1561
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1562
29,07,19,11289541,BAC FLOTA SERVI INDOOR,SAN JOSE,"SJ.CURRIDABAT,CURRIDABAT,BO.EL","DORADO,300 E.DEL INDOOR CLUB.",SERVI INDOOR SOCIEDAD ANONIMA ,3101350693,BACF1563
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF1330
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF1337
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF0039
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF0040
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF0041
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF0118
13,10,15,11324037,BAC FLOTA CIUDAD NEILY,PUNTARENAS,FTE.CABINAS EL RANCHO C.NEILY,APARTADO 04 CIUDAD NEILY,COMERCIALIZADORA VALLE SUR    ,3101154203,BACF0119
13,10,15,11326021,BAC FLOTA FONSECA,PUNTARENAS,"200 S,ENTRADA PRINCIPAL BUENOS","AIRES,PUNTARENAS,CARRETERA INT",SERVICENTRO FONSECA HERMAN    ,3101113435,BACF0042
13,10,15,11326021,BAC FLOTA FONSECA,PUNTARENAS,"200 S,ENTRADA PRINCIPAL BUENOS","AIRES,PUNTARENAS,CARRETERA INT",SERVICENTRO FONSECA HERMAN    ,3101113435,BACF0043
13,10,15,11326021,BAC FLOTA FONSECA,PUNTARENAS,"200 S,ENTRADA PRINCIPAL BUENOS","AIRES,PUNTARENAS,CARRETERA INT",SERVICENTRO FONSECA HERMAN    ,3101113435,BACF0939
09,09,19,11328601,BAC FLOTA BOMBA SANTA INES,ALAJUELA,"A.ALFARO RUIZ,ZARCERO,BO.CTRO",600 N.DEL PARQUE DE ZARCERO,BOMBA SANTA INES SOCIEDAD     ,3101554921,BACF1573
09,09,19,11328601,BAC FLOTA BOMBA SANTA INES,ALAJUELA,"A.ALFARO RUIZ,ZARCERO,BO.CTRO",600 N.DEL PARQUE DE ZARCERO,BOMBA SANTA INES SOCIEDAD     ,3101554921,BACF1591
26,09,19,11350240,BAC FLOTA ESTACION DE SERVICIO,SAN JOSE,"SJ.GOICOECHEA,CALLE BLANCOS,","BO.ASUNCION,800N.PERIODICO LA",ECOLOCO SOCIEDAD ANONIMA      ,3101146379,BACF1580
26,09,19,11350240,BAC FLOTA ESTACION DE SERVICIO,SAN JOSE,"SJ.GOICOECHEA,CALLE BLANCOS,","BO.ASUNCION,800N.PERIODICO LA",ECOLOCO SOCIEDAD ANONIMA      ,3101146379,BACF1584
26,09,19,11350240,BAC FLOTA ESTACION DE SERVICIO,SAN JOSE,"SJ.GOICOECHEA,CALLE BLANCOS,","BO.ASUNCION,800N.PERIODICO LA",ECOLOCO SOCIEDAD ANONIMA      ,3101146379,BACF1585
26,09,19,11350240,BAC FLOTA ESTACION DE SERVICIO,SAN JOSE,"SJ.GOICOECHEA,CALLE BLANCOS,","BO.ASUNCION,800N.PERIODICO LA",ECOLOCO SOCIEDAD ANONIMA      ,3101146379,BACF1586
